year,company,tokens_final
2010,Target,"['instruction', 'trustee', 'allocate', 'account', 'proportion', 'instruction', 'receive', 'participant', 'give', 'instruction', 'copy', 'report', 'report', 'year', 'statement', 'enclose', 'report', 'www.target.com', 'click', 'investor', 'report', 'copy', 'please', 'investor', 'relation', 'representative', 'investorrelations', 'target.com', 'mail', 'address', 'list', 'statement', 'attention', 'investor', 'relation', 'online', 'www.target.com', 'click', 'investor', 'service', 'request', 'company', 'material', 'access', 'material', 'access', 'material', 'report', 'report', 'information', 'investor', 'section', 'site', 'www.target.com', 'register', 'location', 'receive', 'email', 'alert', 'send', 'register', 'user', 'information', 'post', 'site', 'investor', 'alert', 'request', 'delivery', 'material', 'report', 'online', 'investor', 'service', 'sign', 'receive', 'information', 'contact', 'email', 'investorrelations', 'target.com']"
2010,Target,"['item', 'one—election', 'restate', 'article', 'incorporation', 'provide', 'business', 'affair', 'manage', 'direction', 'person', 'divide', 'class', 'class', 'elect', 'year', 'term', 'number', 'class', 'term', 'expire', 'class', 'term', 'expire', 'class', 'term', 'expire', 'explain', 'detail', 'page', 'restate', 'article', 'incorporation', 'move', 'election', 'action', 'take', 'place', 'approve', 'propose', 'amendment', 'item', 'approve', 'nominee', 'serve', 'term', 'approve', 'item', 'amend', 'restate', 'article', 'incorporation', 'move', 'election', 'class', 'nominee', 'elect', 'term', 'class', 'nominee', 'calvin', 'anne', 'mulcahy', 'stephen', 'sanger', 'gregg', 'steinhafel', 'nominee', 'consent', 'name', 'statement', 'serve', 'elect', 'reason', 'nominee', 'become', 'serve', 'governance', 'designate', 'substitute', 'event', 'represent', 'return', 'substitute', 'nominee', 'governance', 'designate', 'file', 'amend', 'statement', 'identifies', 'substitute', 'discloses', 'consent', 'name', 'revise', 'statement', 'serve', 'elect', 'include', 'information', 'nominee', 'require', 'rule', 'believe', 'experience', 'qualification', 'attribute', 'skill', 'serve', 'extensive', 'experience', 'variety', 'business', 'believe', 'oversight', 'business', 'believe', 'combination', 'diverse', 'background', 'skill', 'experience', 'produce', 'engage', 'information', 'follow', 'occupation', 'directorship', 'qualification', 'roxanne', 'president', 'officer', 'move', 'network', 'internet', 'television', 'service', 'provider', 'position', 'hold', 'july', 'move', 'network', 'president', 'investment', 'advisor', 'investment', 'consulting', 'firm', 'january', 'june', 'laboratory', 'teledyne', 'technology', 'incorporate', 'ericsson', 'telephone', 'company', 'course', 'career', 'austin', 'develop', 'expertise', 'role', 'include', 'auditor', 'deloitte', 'touche', 'hughes', 'electronics', 'corporation', 'addition', 'experience', 'president', 'chief', 'officer', 'directv', 'medium', 'technology', 'provide', 'perspective', 'initiative', 'roxanne', 'class']"
2010,Target,"['occupation', 'directorship', 'qualification', 'calvin', 'darden', 'chairman', 'darden', 'development', 'group', 'estate', 'development', 'company', 'position', 'hold', 'basis', 'november', 'november', 'chairman', 'revitalization', 'project', 'city', 'atlanta', 'serve', 'vice', 'president', 'operation', 'parcel', 'service', 'america', 'express', 'carrier', 'package', 'delivery', 'company', 'retirement', 'february', 'join', 'hold', 'managerial', 'position', 'career', 'enterprise', 'inc.', 'health', 'corp.', 'gain', 'experience', 'supply', 'chain', 'network', 'logistics', 'efficiency', 'quality', 'control', 'customer', 'service', 'management', 'workforce', 'career', 'develop', 'expertise', 'estate', 'development', 'result', 'provide', 'guidance', 'range', 'issue', 'give', 'employment', 'base', 'team', 'member', 'supply', 'chain', 'service', 'store', 'calvin', 'darden', 'estate', 'investment', 'growth', 'class', 'mary', 'dillon', 'executive', 'vice', 'president', 'marketing', 'officer', 'mcdonald', 'corporation', 'restaurant', 'company', 'position', 'hold', 'october', 'mcdonald', 'dillon', 'president', 'quaker', 'food', 'division', 'corporation', 'september', 'september', 'dillon', 'experience', 'marketing', 'brand', 'management', 'food', 'consumer', 'sale', 'experience', 'president', 'consumer', 'food', 'business', 'marketing', 'expertise', 'value', 'commitment', 'brand', 'investment', 'food', 'strategy', 'dillon', 'class']"
2010,Target,"['occupation', 'directorship', 'qualification', 'james', 'johnson', 'vice', 'chairman', 'perseus', 'merchant', 'banking', 'equity', 'firm', 'position', 'hold', 'april', 'goldman', 'sachs', 'group', 'inc.', 'forestar', 'group', 'year', 'johnson', 'serve', 'unitedhealth', 'group', 'inc.', 'year', 'experience', 'business', 'public', 'sector', 'management', 'experience', 'service', 'executive', 'vice', 'president', 'walter', 'leadership', 'consensus-building', 'capability', 'finance', 'governance', 'reputation', 'management', 'bring', 'policy', 'issue', 'relate', 'dynamic', 'environment', 'activity', 'impact', 'business', 'james', 'class', 'richard', 'chairman', 'emeritus', 'chairman', 'well', 'fargo', 'company', 'banking', 'service', 'company', 'position', 'hold', 'december', 'serve', 'officer', 'well', 'fargo', 'company', 'june', 'cargill', 'cisco', 'system', 'inc.', 'career', 'banking', 'include', 'building', 'well', 'fargo', 'banking', 'network', 'store', 'result', 'provide', 'perspective', 'initiative', 'management', 'deployment', 'capital', 'credit', 'card', 'estate', 'asset', 'notify', 'intend', 'retire', 'december', 'richard', 'class']"
2010,Target,"['occupation', 'directorship', 'qualification', 'partner', 'lion', 'capital', 'investment', 'firm', 'position', 'hold', 'prior', 'lion', 'capital', 'complete', 'career', 'company', 'manufacturer', 'marketer', 'distributor', 'beverage', 'concentrate', 'syrups', 'serve', 'variety', 'executive', 'position', 'management', 'marketing', 'chief', 'officer', 'asia', 'country', 'vice', 'president', 'president', 'marketing', 'strategy', 'innovation', 'establish', 'track', 'record', 'company', 'marketing', 'strategy', 'build', 'brand', 'awareness', 'drive', 'sale', 'expertise', 'product', 'development', 'marketing', 'packaging', 'distribution', 'sale', 'country', 'provide', 'insight', 'continue', 'innovate', 'strengthen', 'core', 'brand', 'grow', 'market', 'merchandise', 'explore', 'pursue', 'opportunity', 'state', 'mary', 'class', 'anne', 'mulcahy', 'chairman', 'corp.', 'management', 'company', 'position', 'hold', 'january', 'serve', 'officer', 'august', 'july', 'join', 'hold', 'management', 'position', 'resource', 'operation', 'washington', 'post', 'company', 'johnson', 'johnson', 'year', 'mulcahy', 'serve', 'citigroup', 'inc.', 'lead', 'company', 'turnaround', 'involve', 'finance', 'consideration', 'knowledge', 'technology', 'industry', 'leadership', 'skill', 'perspective', 'develop', 'career', 'provide', 'insight', 'area', 'effort', 'deploy', 'technology', 'store', 'anne', 'class', 'derica', 'rice', 'executive', 'vice', 'president', 'service', 'officer', 'company', 'company', 'position', 'hold', 'january', 'december', 'serve', 'vice', 'president', 'officer', 'july', 'serve', 'company', 'vice', 'president', 'controller', 'career', 'provide', 'experience', 'operation', 'expertise', 'give', 'skill', 'area', 'oversight', 'alignment', 'initiative', 'derica', 'rice', 'class']"
2010,Target,"['occupation', 'directorship', 'qualification', 'stephen', 'sanger', 'retire', 'executive', 'officer', 'chairman', 'consumer', 'food', 'product', 'company', 'serve', 'executive', 'officer', 'mill', 'september', 'chairman', 'well', 'fargo', 'company', 'pfizer', 'inc.', 'sanger', 'establish', 'record', 'sale', 'growth', 'value', 'business', 'environment', 'commit', 'quality', 'productivity', 'innovation', 'year', 'mill', 'sanger', 'experience', 'consumer', 'food', 'industry', 'provide', 'value', 'insight', 'development', 'food', 'strategy', 'growth', 'opportunity', 'addition', 'season', 'business', 'perspective', 'stephen', 'class', 'gregg', 'steinhafel', 'chairman', 'officer', 'president', 'begin', 'company', 'merchandise', 'trainee', 'advance', 'variety', 'management', 'position', 'year', 'steinhafel', 'become', 'president', 'give', 'title', 'officer', 'chairman', 'february', 'addition', 'toro', 'year', 'steinhafel', 'gain', 'leadership', 'experience', 'knowledge', 'officer', 'company', 'strategy', 'priority', 'organization', 'execute', 'ensure', 'success', 'capability', 'combine', 'intimate', 'understanding', ""target's"", 'guest', 'commitment', 'brand', 'make', 'qualify', 'serve', 'gregg', 'class', 'john', 'stumpf', 'chairman', 'president', 'executive', 'officer', 'well', 'fargo', 'company', 'banking', 'service', 'company', 'president', 'august', 'chief', 'executive', 'officer', 'june', 'become', 'chairman', 'january', 'veteran', 'well', 'fargo', 'hold', 'managerial', 'position', 'career', 'role', 'chairman', 'president', 'executive', 'officer', 'well', 'fargo', 'career', 'banking', 'provide', 'expertise', 'oversight', 'stewardship', 'capital', 'provide', 'perspective', 'respect', 'credit', 'card', 'estate', 'asset', 'john', 'class']"
2010,Target,"['occupation', 'directorship', 'qualification', 'solomon', 'trujillo', 'serve', 'officer', 'corporation', 'limit', 'australia', 'telecommunication', 'company', 'july', 'year', 'serve', 'inc.', 'pepsico', 'data', 'system', 'corporation', 'experience', 'executive', 'hold', 'position', 'company', 'telecommunication', 'medium', 'cable', 'industry', 'headquarter', 'europe', 'experience', 'expertise', 'business', 'technology', 'communication', 'strategy', 'provide', 'perspective', 'relate', 'exploration', 'expansion', 'opportunity', 'investment', 'technology', 'trujillo', 'class']"
2010,Target,"['information', 'independence', 'believe', 'majority', 'member', 'review', 'relationship', 'material', 'relationship', 'listing', 'standard', 'exchange', 'nyse', 'forth', 'relationship', 'preclude', 'independence', 'determine', 'determination', 'consider', 'transaction', 'enter', 'course', 'business', 'mulcahy', 'amount', 'payment', 'good', 'service', 'year', 'company', 'serve', 'officer', 'amount', 'company', 'revenue', 'minnick', 'indirect', 'ownership', 'position', 'portfolio', 'company', 'lion', 'capital', 'merchandise', 'vendor', 'ownership', 'portfolio', 'company', 'purchase', 'constitute', 'portfolio', 'company', 'revenue', 'year', 'george', 'serve', 'retirement', 'march', 'independence', 'consider', 'relationship', 'discuss', 'statement', 'governance', 'document', 'copy', 'governance', 'document', 'www.target.com', 'investor', 'governance', 'document', 'include', 'governance', 'guideline', 'position', 'description', 'charter', 'business', 'conduct', 'guide', 'responsibility', 'report', 'attendance', 'meet', 'time', 'attend', 'serve', 'year', 'dillon', 'attend', 'adopt', 'policy', 'attend', 'absent', 'circumstance', 'leadership', 'structure', 'risk', 'oversight', 'lead', 'role', 'chairman', 'executive', 'officer', 'designate', 'position', 'complement', 'chairman', 'role', 'serve', 'liaison', 'chairman', 'review', 'leadership', 'structure', 'conclude', 'structure', 'time', 'determine', 'strategy', 'strength', 'governance', 'practice', 'combine', 'role', 'unify', 'management', 'initiative', 'support', 'strategy', 'continue', 'role', 'retain']"
2010,Target,"['discretion', 'chairman/ceo', 'role', 'time', 'believe', 'better', 'serve', 'interest', 'conclude', 'position', 'balance', 'risk', 'concentration', 'authority', 'exist', 'chairman/ceo', 'position', 'johnson', 'function', 'lead', 'preside', 'chairman', 'session', 'management', 'conduct', 'performance', 'review', 'officer', 'chairman', 'input', 'opportunity', 'review', 'information', 'send', 'assure', 'time', 'discussion', 'agenda', 'item', 'authority', 'responsibility', 'identification', 'management', 'risk', 'face', 'belongs', 'management', ""board's"", 'oversight', 'risk', 'occur', 'part', 'oversight', 'business', 'example', 'risk', 'review', 'part', 'discussion', 'consideration', 'strategy', 'alignment', 'initiative', 'strategy', 'review', 'factor', 'result', 'environment', 'discus', 'executive', 'officer', 'event', 'activity', 'challenge', 'area', 'oversight', 'risk', 'context', 'aspect', 'business', 'supplement', 'risk', 'review', 'process', 'conduct', 'audit', 'risk', 'team', 'review', 'employ', 'framework', 'identify', 'risk', 'category', 'compliance', 'facilitate', 'consideration', 'risk', 'exposure', 'objective', 'risk', 'management', 'program', 'fashion', 'risk', 'review', 'discuss', 'audit', 'intend', 'discus', 'risk', 'review', 'basis', 'oversight', 'risk', 'occur', 'level', 'focus', 'basis', 'describe', 'description', 'responsibility']"
2010,Target,"['composition', 'date', 'statement', 'governance', 'compensation', 'audit', 'finance', 'responsibility', 'roxanne', 'calvin', 'darden*', 'dillon*', 'james', 'johnson*', 'richard', 'minnick*', 'anne', 'mulcahy*', 'derica', 'rice*', 'stephen', 'sanger*', 'gregg', 'steinhafel', 'john', 'stumpf*', 'solomon', 'trujillo*', 'member', 'chair', 'description', 'function', 'number', 'follow', 'governance', 'nominating', 'governance', 'oversees', 'governance', 'practice', 'business', 'ethic', 'program', 'identifies', 'individual', 'qualify', 'member', 'candidate', 'governance', 'make', 'recommendation', 'respect', 'candidate', 'stand', 'election', 'nominating', 'governance', 'membership', 'criterion', 'governance', 'guideline', 'candidate', 'criterion', 'seek', 'candidate', 'experience', 'knowledge', 'independence', 'judgment', 'candidate', 'evaluate', 'reference', 'composition', 'whole', 'contains', 'predominance', 'business', 'background', 'experience', 'perspectives', 'nominating', 'governance', 'consider', 'recommendation', 'candidate', 'election', 'wish', 'governance', 'consider', 'submit', 'write', 'information', 'secretary', 'december', 'calendar', 'year', 'governance', 'guideline', 'serve', 'year', 'year', 'retire', 'employment', 'whichever', 'occur', 'addition', 'resign', 'submit', 'offer', 'resignation', 'consideration', 'governance', 'change', 'employment', 'experience', 'change', 'employment', 'submit', 'offer', 'resignation', 'review', 'recommendation', 'nominating']"
2010,Target,"['governance', 'accept', 'offer', 'resignation', 'term', 'limit', 'serve', 'item', 'approve', 'sanger', 'expect', 'term', 'elect', 'nominating', 'governance', 'separate', 'hold', 'year', 'compensation', 'compensation', 'responsibility', 'composition', 'value', 'executive', 'officer', 'compensation', 'recommendation', 'respect', 'compensation', 'member', 'approval', 'authority', 'compensation', 'responsibility', 'include', 'compensation', 'philosophy', 'selection', 'weighting', 'compensation', 'element', 'balance', 'risk', 'reward', 'retention', 'objectives', 'compensation', 'performance', 'measure', 'strategy', 'compensation', 'level', 'officer', 'compensation', 'review', 'compensation', 'provide', 'make', 'recommendation', 'member', 'compensation', 'delegate', 'responsibility', 'officer', 'compensation', 'delegate', 'management', 'aspect', 'compensation', 'involve', 'compensation', 'level', 'executive', 'officer', 'information', 'process', 'procedure', 'compensation', 'determination', 'role', 'management', 'compensation', 'consultant', 'contain', 'compensation', 'discussion', 'analysis', 'page', 'compensation', 'hold', 'year', 'audit', 'audit', 'assist', 'oversight', 'integrity', 'statement', 'control', 'compliance', 'requirement', 'review', 'approval', 'transaction', 'person', 'auditor', 'qualification', 'independence', 'performance', 'audit', 'function', 'determine', 'member', 'satisfy', 'independence', 'requirement', 'nyse', 'chair', 'audit', 'expert', 'define', 'rule', 'duty', 'activity', 'audit', 'describe', 'report', 'audit', 'page', 'audit', 'hold', 'year', 'finance', 'finance', 'review', 'policy', 'strategy', 'liquidity', 'position', 'funding', 'requirement', 'ability', 'access', 'capital', 'market', 'interest', 'rate', 'exposure', 'policy', 'return', 'cash', 'review', 'employee', 'benefit', 'investment', 'policy', 'finance', 'hold', 'year', 'responsibility', 'responsibility', 'review', 'evaluate', 'affair', 'community', 'relation', 'responsibility', 'reputation', 'management', 'program', 'responsibility', 'hold', 'year']"
2010,Target,"['communication', 'party', 'communicate', 'group', 'send', 'correspondence', 'secretary', 'nicollet', 'mall', 'minneapolis', 'minnesota', 'send', 'email', 'boardofdirectors', 'target.com', 'manage', 'secretary', 'secretary', 'turn', 'instruct', 'forward', 'communication', 'relevant', 'member', 'matter', 'compensation', 'description', 'compensation', 'compensation', 'program', 'allow', 'choose', 'form', 'combination', 'cash', 'option', 'restrict', 'unit', 'rsus', 'option', 'meet', 'ownership', 'guideline', 'compensation', 'program', 'intend', 'provide', 'compensation', 'follow', 'combination', 'option', 'rsus', 'cash', 'option', 'rsus', 'compensation', 'form', 'compensation', 'term', 'cash', 'retainer', 'installment', 'defer', 'portion', 'cash', 'retainer', 'defer', 'compensation', 'deferrals', 'earn', 'market', 'return', 'base', 'investment', 'alternative', 'choose', 'fund', 'offer', 'size', 'option', 'grant', 'base', 'estimate', 'value', 'determine', 'associate', 'scholes', 'option', 'pricing', 'methodology', 'option', 'grant', 'become', 'year', 'date', 'term', 'lesser', 'year', 'year', 'departure', 'rsus', 'settle', 'departure', 'dividend', 'equivalent', 'rsus', 'form', 'rsus', 'rsus', 'grant', 'period']"
2010,Target,"['compensation', 'change', 'pension', 'value', 'nonqualified', 'option', 'compensation', 'earn', 'award', 'award', 'earnings', 'name', 'cash', 'roxanne', 'austin', 'calvin', 'darden', 'dillon', 'james', 'johnson', 'richard', 'kovacevich', 'minnick', 'anne', 'mulcahy', 'derica', 'rice', 'stephen', 'sanger', 'george', 'tamke', 'solomon', 'stumpf', 'reflect', 'compensation', 'table', 'become', 'amount', 'represent', 'grant', 'date', 'value', 'rsus', 'option', 'grant', 'accordance', 'fasb', 'topic', 'assumption', 'differ', 'assumption', 'black-scholes', 'methodology', 'refer', 'detail', 'award', 'option', 'award', 'grant', 'follow', 'award', 'rsus', 'option', 'award', 'grant', 'date', 'grant', 'date', 'fair', 'value', 'value', 'dillon', 'mulcahy', 'rice', 'sanger', 'trujillo']"
2010,Target,"['number', 'option', 'restrict', 'restrict', 'unit', 'hold', 'follow', 'restrict', 'name', 'option', 'restrict', 'unit', 'dillon', 'mulcahy', 'rice', 'sanger', 'trujillo', 'amount', 'report', 'represent', 'earnings', 'nonqualified', 'compensation', 'return', 'defer', 'compensation', 'december', 'deferral', 'allow', 'compensation', 'deferral', 'participant', 'allow', 'year', 'participant', 'dcp-director', 'account', 'credit', 'month', 'earnings', 'base', 'moody', 'bond', 'yield', 'june', 'calendar', 'year', 'return', 'crediting', 'rate', 'maximum', 'addition', 'amount', 'report', 'elect', 'payment', 'date', 'leave', 'directorship', 'payment', 'value', 'payment', 'stream', 'i.e.', ""director's"", 'effect', 'period', 'number', 'year', 'service', 'december', 'value', 'base', 'discount', 'rate', 'benefit', 'program', 'benefit', 'value', 'name', 'retirement', 'benefit', 'trujillo', 'addition', 'amount', 'report', 'receive', 'discount', 'merchandise', 'purchase', 'store', 'target.com', 'service', 'retirement', 'provide', 'death', 'life', 'insurance', 'austin', 'receive', 'compensation', 'result', 'role', 'chairperson', 'audit', 'receive', 'compensation', 'result', 'role', 'lead', 'chairman', 'compensation', 'retire', 'march']"
2010,Target,"['relationship', 'policy', 'transaction', 'person', 'adopt', 'write', 'policy', 'transaction', 'nominees', 'executive', 'officer', 'percent', 'immediate', 'family', 'member', 'material', 'interest', 'amount', 'involve', 'exceeds', 'year', 'approve', 'majority', 'designate', 'designate', 'audit', 'responsibility', 'transaction', 'employment', 'family', 'member', 'executive', 'officer', 'percent', 'case', 'review', 'approve', 'compensation', 'ratify', 'transaction', 'consider', 'addition', 'factor', 'deem', 'transaction', 'term', 'party', 'participate', 'review', 'approval', 'ratification', 'transaction', 'family', 'member', 'material', 'interest', 'transaction', 'transaction', 'review', 'approval', 'accordance', 'policy', 'date', 'statement']"
